Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
2,209.5,0,0.0,102,2436.287879,0.051797386,0.060539216,0.0,0.0,Oct,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,26,2607.5,0.024,0.050933333,0.0,0.0,May,1,1,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,30,717.4666667,0.006666667,0.02,0.0,0.0,Jul,2,5,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,68.25,0.033333333,0.044444444,0.0,0.0,Nov,2,2,7,2,New_Visitor,False,False
0,0.0,0,0.0,49,579.5833333,0.0,0.00625,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,43.5,0.14,0.18,0.0,0.0,Nov,3,3,1,3,Returning_Visitor,False,False
3,39.5,2,51.0,33,814.5,0.006060606,0.01969697,0.0,0.8,May,2,2,4,1,Returning_Visitor,False,False
4,277.75,0,0.0,3,178.75,0.0,0.008,0.0,0.0,Mar,3,2,3,8,New_Visitor,False,False
16,427.0666667,3,111.0,122,3492.316304,0.006547137,0.015792367,86.57772177,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
4,27.0,0,0.0,9,79.25,0.0,0.046153846,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
2,15.6,0,0.0,10,68.0,0.018181818,0.045454545,0.0,0.2,May,2,2,2,3,Returning_Visitor,False,False
3,90.6,0,0.0,21,608.3033333,0.0,0.026666667,0.0,0.0,Sep,2,2,3,2,Returning_Visitor,False,False
1,78.0,0,0.0,2,25.75,0.0,0.066666667,0.0,0.0,Nov,4,2,6,8,New_Visitor,False,False
0,0.0,0,0.0,87,1197.700198,0.0,0.002352941,38.00063931,0.0,Nov,2,2,1,2,New_Visitor,False,True
0,0.0,3,44.0,179,1738.472529,2.73e-05,0.025997611,0.0,0.0,Aug,2,4,9,11,Returning_Visitor,False,False
2,48.0,0,0.0,3,66.5,0.05,0.1,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
3,96.0,0,0.0,11,565.0,0.0,0.011111111,0.0,0.0,May,3,2,6,14,New_Visitor,True,False
1,31.0,3,62.0,11,196.2,0.0,0.013333333,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,91,3511.833059,0.002247191,0.007151775,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,False,False
1,25.5,0,0.0,12,122.6666667,0.0,0.014285714,0.0,0.0,Nov,1,1,1,8,New_Visitor,True,False
4,441.1,0,0.0,20,249.8214286,0.0,0.0388,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
3,36.0,1,62.0,19,924.3333333,0.0,0.004761905,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False
0,0.0,1,28.0,13,474.6666667,0.0,0.014285714,33.41,0.0,Mar,2,2,1,6,Returning_Visitor,False,True
0,0.0,0,0.0,19,1195.375,0.004210526,0.036090226,0.0,0.0,Nov,2,2,4,13,Returning_Visitor,False,False
0,0.0,0,0.0,40,3675.5,0.0,0.016666667,0.0,0.0,Nov,2,2,8,10,Returning_Visitor,False,False
0,0.0,0,0.0,12,461.1083333,0.0,0.007692308,45.05554866,0.0,Nov,3,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,7,444.0,0.0,0.028571429,59.75418351,0.0,Dec,1,1,2,8,New_Visitor,True,True
0,0.0,0,0.0,22,887.3547619,0.01,0.0145,0.0,0.0,May,3,2,8,2,Returning_Visitor,False,False
3,205.25,0,0.0,190,3679.128882,0.0,0.005951258,8.421921428,0.0,Dec,2,2,7,3,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,32,3837.5,0.0,0.00625,0.0,0.0,May,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,3,1038.0,0.0,0.033333333,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,False,False
3,76.5,2,66.0,16,315.3666667,0.0,0.014736842,0.0,0.0,May,3,2,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,3,2,2,1,Returning_Visitor,True,False
4,95.75,12,886.25,154,7838.556598,0.00376506,0.014926307,0.0,0.0,Nov,3,2,6,2,Returning_Visitor,True,False
0,0.0,2,30.66666667,13,307.5714286,0.013333333,0.052777778,0.0,1.0,May,1,1,1,2,Returning_Visitor,True,False
6,140.0,1,12.0,52,723.315873,0.001212121,0.006277056,4.504381818,0.0,May,3,2,4,11,Returning_Visitor,False,False
0,0.0,0,0.0,3,178.25,0.0,0.066666667,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,4,2.333333333,0.15,0.1625,0.0,0.0,May,2,2,4,13,Returning_Visitor,False,False
7,113.25,2,38.5,92,4066.207476,0.001754386,0.013603668,18.04114817,0.0,Nov,2,6,6,13,Returning_Visitor,True,False
0,0.0,0,0.0,44,831.6083333,0.0,0.013178295,0.0,0.0,May,2,2,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,7,451.8333333,0.028571429,0.076190476,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,4,14.0,0.1,0.15,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,9,2,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Oct,3,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,15,372.0833333,0.0,0.04,0.0,0.0,Nov,2,2,1,2,New_Visitor,True,False
0,0.0,0,0.0,5,156.0,0.06,0.1,0.0,0.0,May,1,1,1,4,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,May,2,2,1,3,Returning_Visitor,False,False
13,913.5222222,3,141.88,29,1293.652222,0.002631579,0.020570175,1.483746347,0.0,Aug,2,2,4,2,Returning_Visitor,True,False
2,44.5,0,0.0,7,212.1666667,0.0,0.00625,0.0,0.0,Mar,3,2,1,8,New_Visitor,True,False
5,222.75,0,0.0,31,4374.416667,0.011764706,0.025098039,0.0,0.0,Dec,1,1,2,1,Returning_Visitor,False,False
8,102.6666667,0,0.0,49,4051.375,0.007272727,0.022949495,0.0,0.0,May,2,4,7,4,Returning_Visitor,False,False
0,0.0,0,0.0,9,427.0,0.0,0.025,13.1168283,0.0,Dec,1,1,1,2,New_Visitor,True,True
2,190.75,0,0.0,36,1604.791667,0.0,0.012719298,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,171,6793.383281,0.007766272,0.023198706,2.381971158,0.0,Nov,2,2,1,1,Returning_Visitor,False,True
0,0.0,0,0.0,19,621.7266667,0.010526316,0.024035088,0.0,0.0,Jul,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,13,635.3333333,0.0,0.009090909,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,55,1933.423611,0.001818182,0.017355372,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,47.0,0.02,0.06,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,9,148.3333333,0.04,0.058,0.0,0.0,May,3,2,6,3,Returning_Visitor,False,False
7,275.0844444,0,0.0,70,806.0266667,0.0,0.002666667,0.0,0.0,Oct,2,5,1,2,New_Visitor,False,False
1,0.0,0,0.0,4,795.0,0.066666667,0.111111111,0.0,0.0,Nov,3,2,9,6,Returning_Visitor,True,False
4,88.62857143,0,0.0,39,659.9357143,0.0,0.0195595,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,False
2,273.0,1,1.0,10,384.4,0.044444444,0.043386243,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
4,50.5,3,54.0,41,1490.552778,0.0,0.006589147,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
6,112.5,0,0.0,47,1882.113409,0.004,0.019314286,17.527656,0.0,Mar,1,1,4,3,Returning_Visitor,False,False
3,270.0,1,1778.0,362,13259.29396,0.002883379,0.008837606,0.0,0.0,May,2,2,1,19,Returning_Visitor,True,False
2,45.0,0,0.0,8,71.0,0.022222222,0.044444444,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,Feb,2,2,7,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,13,334.9666667,0.0,0.007692308,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,True,False
5,260.1,0,0.0,17,341.6166667,0.0,0.00627451,0.0,0.0,Jul,1,1,2,4,Returning_Visitor,True,False
0,0.0,0,0.0,8,125.0,0.0,0.025,0.0,0.0,May,2,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,8,1066.25,0.0,0.028571429,9.0847678,0.0,Nov,1,8,4,11,Returning_Visitor,True,True
7,69.875,0,0.0,33,1051.125,0.0,0.010526316,25.12339065,0.0,Nov,2,2,9,11,Returning_Visitor,True,True
0,0.0,0,0.0,9,165.5833333,0.007407407,0.06,0.0,0.0,Dec,3,2,1,3,Returning_Visitor,False,False
2,40.2,2,26.1,10,186.7,0.0,0.021428571,0.0,0.0,Oct,2,2,3,3,New_Visitor,False,False
3,14.5,5,1007.5,26,672.875,0.0,0.032352941,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
1,28.0,0,0.0,12,408.5,0.0,0.018181818,0.0,0.0,May,1,8,3,3,Returning_Visitor,True,False
0,0.0,0,0.0,8,110.0,0.0,0.0125,0.0,0.0,May,2,5,1,2,Returning_Visitor,False,False
3,37.0,0,0.0,21,1231.5,0.0,0.016,0.0,0.0,Nov,2,4,9,8,New_Visitor,True,True
1,6.0,2,15.0,19,512.0666667,0.00952381,0.033333333,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
1,8.0,0,0.0,14,269.5,0.0,0.019047619,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,16,161.15,0.1,0.125,0.0,0.0,Aug,3,2,3,13,Returning_Visitor,False,False
2,20.0,0,0.0,24,242.0,0.018181818,0.045454545,0.0,0.0,May,2,2,4,11,Returning_Visitor,False,False
1,102.5,0,0.0,5,97.0,0.0,0.011111111,0.0,0.0,Mar,3,2,1,9,New_Visitor,True,False
0,0.0,0,0.0,33,601.9714286,0.006451613,0.012903226,0.0,0.0,May,2,2,7,13,Returning_Visitor,False,False
0,0.0,0,0.0,40,1699.583333,0.023076923,0.033799534,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,True,False
0,0.0,0,0.0,6,28.0,0.066666667,0.133333333,0.0,0.8,May,2,2,7,6,Returning_Visitor,False,False
6,133.4666667,0,0.0,44,2664.445833,0.002040816,0.010884354,97.86083623,0.0,Nov,2,2,1,3,Returning_Visitor,True,True
4,365.0333333,0,0.0,9,461.7333333,0.026666667,0.032991453,33.60744027,0.0,Aug,2,2,1,2,Returning_Visitor,False,False
1,27.2,0,0.0,91,1596.412698,0.001098901,0.007912088,33.61787649,0.0,Sep,2,2,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,53,3575.0,0.0,0.003846154,119.8943327,0.0,Nov,2,5,6,2,Returning_Visitor,False,True
0,0.0,0,0.0,81,3197.755638,0.01,0.021511083,0.0,0.0,Nov,3,2,4,10,Returning_Visitor,True,False
6,108.9166667,0,0.0,24,516.4166667,0.0,0.013333333,8.1816,0.0,May,2,2,1,5,Returning_Visitor,True,True
0,0.0,0,0.0,60,1288.563333,0.0,0.017777778,0.0,0.0,June,2,4,3,4,Returning_Visitor,False,False
0,0.0,0,0.0,3,44.0,0.066666667,0.1,0.0,0.0,May,3,2,1,15,Returning_Visitor,False,False
12,285.0119048,0,0.0,53,967.210697,0.000892857,0.033208874,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
1,250.5,0,0.0,1,0.0,0.0,0.1,0.0,0.0,Nov,2,2,9,13,Returning_Visitor,False,False
0,0.0,0,0.0,14,416.8333333,0.0,0.015384615,0.0,0.0,May,2,2,2,2,New_Visitor,True,False
0,0.0,0,0.0,5,95.5,0.0,0.02,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,59,3033.689449,0.00756193,0.015479685,0.0,0.0,Nov,1,2,3,2,Returning_Visitor,False,False
6,143.5,2,303.0,67,2199.976786,0.008333333,0.027665354,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,2,9.0,0.0,0.066666667,0.0,0.0,Nov,2,2,8,6,Returning_Visitor,False,False
0,0.0,0,0.0,8,326.5,0.1,0.125,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
1,100.0,0,0.0,9,246.1666667,0.0,0.025,0.0,0.0,Dec,3,2,8,2,Returning_Visitor,True,False
6,90.41666667,0,0.0,5,100.4166667,0.0,0.02,0.0,0.0,Dec,1,2,6,8,New_Visitor,False,False
0,0.0,0,0.0,6,66.5,0.011111111,0.111111111,0.0,0.4,May,2,2,5,4,Returning_Visitor,False,False
2,51.0,0,0.0,23,637.5,0.0,0.009090909,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,19,696.875,0.010526316,0.035087719,0.0,0.0,Dec,1,2,4,2,Returning_Visitor,False,False
2,61.5,0,0.0,15,1950.386667,0.0,0.007291667,0.0,0.0,Nov,2,10,2,4,Returning_Visitor,True,False
0,0.0,0,0.0,24,387.8846154,0.025,0.038095238,0.0,0.0,Mar,2,2,3,3,Returning_Visitor,False,False
8,167.9107143,6,547.75,111,6340.152381,0.003361345,0.009431773,44.21979406,0.0,Dec,3,2,6,2,Returning_Visitor,False,False
1,66.4,0,0.0,22,641.4809524,0.0,0.004761905,0.0,0.0,Oct,3,2,4,6,New_Visitor,False,False
2,115.0,0,0.0,5,36.0,0.0,0.033333333,0.0,0.0,Mar,1,1,3,11,Returning_Visitor,False,False
0,0.0,0,0.0,6,105.0,0.066666667,0.1,0.0,0.0,May,3,2,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,Feb,1,1,2,3,Returning_Visitor,False,False
3,80.0,1,21.0,41,1193.333333,0.00097561,0.01804878,6.53004878,0.0,May,2,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,19,1210.1,0.0,0.005555556,0.0,0.0,Nov,1,1,3,10,Returning_Visitor,False,False
14,603.9,2,52.4,46,1760.657143,0.01010929,0.0254213,2.006032937,0.0,Sep,1,1,6,4,Returning_Visitor,True,False
2,52.0,1,17.66666667,18,1262.0,0.0,0.00952381,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False
5,236.25,0,0.0,41,1955.783333,0.0,0.002439024,21.07980488,0.0,May,1,1,6,2,Returning_Visitor,False,True
0,0.0,0,0.0,70,1652.486111,0.0,0.008695652,0.0,0.0,Nov,1,2,3,8,New_Visitor,False,False
3,122.0,0,0.0,34,651.8666667,0.0,0.011764706,0.0,0.0,Nov,3,3,2,11,New_Visitor,False,False
0,0.0,0,0.0,3,294.7,0.0,0.0,30.20357704,0.0,Nov,3,6,3,2,Returning_Visitor,True,True
0,0.0,0,0.0,30,1661.833333,0.027222222,0.071666667,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,17,212.25,0.0,0.023529412,0.0,0.0,Dec,2,2,1,20,Returning_Visitor,False,False
0,0.0,0,0.0,38,2101.733333,0.010526316,0.028070175,0.0,0.8,May,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,2,13.0,0.0,0.1,0.0,0.0,May,2,5,1,6,Returning_Visitor,False,False
2,117.0,0,0.0,13,309.9333333,0.0,0.013333333,0.0,0.0,Mar,2,2,2,2,New_Visitor,False,False
6,200.2222222,2,126.0,146,7253.676493,0.006570513,0.020305773,5.942025641,0.4,May,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,4,66.0,0.0,0.025,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
0,0.0,3,75.5,60,2050.191803,0.008758782,0.028381703,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
18,1012.5,6,114.3333333,106,3163.096825,0.011664747,0.021393867,1.307682317,0.0,Nov,3,2,6,13,Returning_Visitor,False,False
3,63.5,0,0.0,94,4620.088889,0.002150538,0.010752688,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
2,52.0,0,0.0,28,1265.75,0.0,0.028888889,4.1976,0.0,May,2,2,8,1,Returning_Visitor,False,False
0,0.0,0,0.0,15,1134.455556,0.0,0.001333333,30.30681247,0.0,Dec,2,4,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,12,655.0,0.036363636,0.063636364,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,False
8,352.4,1,49.73333333,12,309.7,0.011764706,0.014705882,0.0,0.0,Sep,3,2,1,4,Returning_Visitor,False,False
8,125.6309524,6,75.0,312,13379.36658,0.002769231,0.014969192,8.055833998,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
13,315.9666667,1,0.0,15,406.575,0.019047619,0.032380952,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
0,0.0,2,193.0,102,3085.620238,0.010851648,0.024392801,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,True,True
0,0.0,0,0.0,40,962.3333333,0.0,0.01625,0.0,0.0,Mar,2,2,9,1,Returning_Visitor,False,False
0,0.0,0,0.0,2,57.0,0.0,0.1,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False
0,0.0,1,98.0,14,491.375,0.0,0.011904762,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,False
5,89.625,2,11.5,31,1063.420238,0.011111111,0.019961874,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
3,148.0,2,58.5,33,1847.211905,0.0,0.007830405,0.0,0.0,May,2,4,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,29,2841.0,0.0,0.024137931,0.0,0.8,May,2,2,7,4,Returning_Visitor,False,False
3,548.5,0,0.0,9,117.0,0.0,0.016666667,0.0,0.0,Nov,2,4,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,14,536.0,0.0,0.01025641,0.0,0.0,Dec,1,1,3,10,Returning_Visitor,False,False
7,64.75,1,17.0,100,2463.244841,0.001886792,0.014944594,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
9,210.6666667,3,127.0,55,1509.594444,0.006451613,0.02016129,14.68324522,0.0,Mar,2,5,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,6,21.0,0.0,0.033333333,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,False
0,0.0,0,0.0,5,200.9333333,0.0,0.08,0.0,0.0,Dec,3,2,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,28,2529.75,0.066666667,0.088271605,0.0,0.4,May,2,5,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,19,468.8333333,0.046296296,0.075,0.0,0.0,May,3,2,3,13,Returning_Visitor,False,False
